App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
App 4046,FAMILY,3.8,230581,Varies with device,"10,000,000+",Free,0,Mature 17+,Puzzle,07-Jun-18,1.0,4.2 and up
App 4047,EDUCATION,2.7,478546,74M,"1,000+",Free,0,Everyone,Tools,28-Aug-17,1.1,4.0 and up
App 4048,PERSONALIZATION,2.2,279046,Varies with device,"10,000,000+",Paid,36.03,Mature 17+,Puzzle,15-Jul-16,Varies with device,4.0 and up
App 4049,EDUCATION,4.6,232955,74M,"1,000+",Paid,0,Mature 17+,Puzzle,09-Oct-18,1.5,4.0 and up
App 4050,EDUCATION,2.7,705738,Varies with device,"10,000,000+",Free,9.0,Everyone,Action,23-Dec-18,1.5,4.0 and up
App 4051,EDUCATION,3.8,868339,Varies with device,"1,000,000+",Free,5.37,Teen,Puzzle,06-Sep-18,2.0,Varies with device
App 4052,TOOLS,,397768,Varies with device,"1,000,000+",Paid,14.87,Mature 17+,Education,05-Aug-16,1.0,5.0 and up
App 4053,TOOLS,3.8,892617,Varies with device,"1,000+",Paid,0,Everyone,Puzzle,19-Apr-16,Varies with device,4.0 and up
App 4054,FAMILY,3.2,545972,Varies with device,"1,000+",Free,0,Mature 17+,Action,12-Jun-17,Varies with device,4.0 and up
App 4055,FAMILY,,544704,Varies with device,"1,000+",Free,0,Everyone 10+,Action,03-Mar-18,2.0,Varies with device
App 4056,EDUCATION,5.0,892481,Varies with device,"1,000+",Paid,19.66,Everyone 10+,Simulation,15-Nov-17,Varies with device,4.0 and up
App 4057,FAMILY,1.2,125896,Varies with device,"10,000+",Free,0,Everyone,Puzzle,11-Jul-18,1.0,4.0 and up
App 4058,BUSINESS,,533422,74M,"10,000,000+",Free,0,Everyone 10+,Education,25-Mar-16,2.0,4.1 and up
App 4059,ENTERTAINMENT,4.2,641930,74M,"10,000+",Paid,25.18,Teen,Entertainment,26-Apr-17,Varies with device,4.0 and up
App 4060,TOOLS,1.2,704360,74M,"10,000+",Paid,0,Teen,Puzzle,02-Jun-17,1.5,Varies with device
App 4061,PERSONALIZATION,2.1,526219,Varies with device,"1,000,000+",Paid,0,Everyone,Puzzle,13-Dec-17,1.5,4.2 and up
App 4062,TOOLS,3.1,676233,74M,"100,000+",Free,0,Everyone,Entertainment,12-May-16,1.1,5.0 and up
App 4063,BUSINESS,2.2,240650,Varies with device,"1,000+",Paid,0,Everyone,Puzzle,16-Dec-17,1.5,4.0 and up
App 4064,PERSONALIZATION,1.6,560776,Varies with device,"10,000+",Paid,8.12,Mature 17+,Entertainment,24-Jun-17,Varies with device,5.0 and up
App 4065,FAMILY,1.2,169227,74M,"1,000+",Paid,1.23,Everyone,Action,13-Sep-17,1.0,4.0 and up
App 4066,FAMILY,2.6,898408,Varies with device,"100,000+",Free,0,Mature 17+,Education,20-Feb-16,1.0,4.2 and up
App 4067,GAME,4.2,749842,74M,"10,000,000+",Free,0,Everyone,Education,11-Aug-18,2.0,5.0 and up
App 4068,EDUCATION,4.7,731605,Varies with device,"100,000+",Paid,0,Everyone 10+,Simulation,25-Nov-17,2.0,4.0 and up
App 4069,ENTERTAINMENT,1.9,31304,74M,"1,000,000+",Free,41.89,Mature 17+,Simulation,12-Jan-17,Varies with device,4.2 and up
App 4070,TOOLS,,654055,Varies with device,"10,000,000+",Paid,0,Teen,Action,06-Aug-16,1.0,4.0 and up
App 4071,GAME,4.4,218064,74M,"1,000+",Paid,0,Mature 17+,Puzzle,20-Jul-16,2.0,Varies with device
App 4072,BUSINESS,3.2,160079,Varies with device,"10,000+",Free,0,Everyone,Education,05-Aug-16,Varies with device,5.0 and up
App 4073,EDUCATION,,469483,74M,"10,000,000+",Free,0,Everyone,Simulation,14-May-17,2.0,Varies with device
App 4074,FAMILY,3.0,416744,Varies with device,"100,000+",Paid,0,Teen,Puzzle,03-Feb-18,1.1,Varies with device
App 4075,BUSINESS,2.5,232135,Varies with device,"1,000+",Free,0,Mature 17+,Entertainment,16-Jan-17,1.0,Varies with device
App 4076,GAME,3.4,959938,74M,"1,000,000+",Free,46.58,Everyone,Education,07-Nov-18,Varies with device,5.0 and up
App 4077,GAME,4.5,971345,Varies with device,"10,000+",Paid,0,Everyone,Tools,07-May-18,Varies with device,5.0 and up
App 4078,PERSONALIZATION,2.2,370221,74M,"10,000,000+",Paid,4.75,Teen,Tools,26-Apr-18,1.1,4.1 and up
App 4079,TOOLS,1.9,419432,Varies with device,"10,000+",Paid,0,Everyone 10+,Simulation,28-Mar-17,1.0,4.0 and up
App 4080,EDUCATION,1.1,44796,74M,"1,000+",Paid,0,Teen,Simulation,06-Jan-16,1.0,4.2 and up
App 4081,TOOLS,,513023,Varies with device,"10,000,000+",Paid,11.34,Teen,Action,26-Oct-18,1.5,4.2 and up
App 4082,EDUCATION,3.6,138228,74M,"1,000+",Paid,44.66,Mature 17+,Simulation,06-Jul-17,2.0,4.0 and up
App 4083,PERSONALIZATION,2.5,484992,Varies with device,"100,000+",Free,0,Teen,Simulation,22-Dec-17,1.5,5.0 and up
App 4084,ENTERTAINMENT,,134537,74M,"10,000+",Paid,0,Everyone,Simulation,10-Nov-18,1.5,4.0 and up
App 4085,EDUCATION,,107005,74M,"1,000,000+",Paid,0,Mature 17+,Action,17-May-18,2.0,4.1 and up
App 4086,BUSINESS,1.8,941542,74M,"1,000,000+",Free,15.77,Mature 17+,Simulation,28-Sep-16,1.5,5.0 and up
App 4087,ENTERTAINMENT,4.1,483733,74M,"10,000+",Free,21.99,Teen,Puzzle,28-Jun-17,1.5,5.0 and up
App 4088,GAME,3.0,115484,Varies with device,"10,000+",Free,41.22,Everyone 10+,Action,20-May-17,2.0,4.0 and up
App 4089,FAMILY,2.3,927216,Varies with device,"100,000+",Paid,11.41,Teen,Entertainment,20-Nov-18,1.1,5.0 and up
App 4090,BUSINESS,2.0,787640,Varies with device,"10,000+",Free,3.27,Teen,Tools,20-Nov-18,1.1,4.0 and up
App 4091,GAME,3.6,86175,Varies with device,"1,000+",Paid,0,Everyone,Simulation,01-Feb-17,Varies with device,4.1 and up
App 4092,TOOLS,3.1,79675,74M,"10,000+",Free,45.45,Teen,Tools,11-May-16,1.0,4.1 and up
App 4093,FAMILY,2.7,628590,74M,"10,000+",Free,0,Mature 17+,Tools,12-May-18,1.5,4.1 and up
App 4094,EDUCATION,4.9,989604,Varies with device,"1,000+",Free,0,Teen,Tools,05-Oct-16,2.0,4.2 and up
App 4095,ENTERTAINMENT,4.5,781996,Varies with device,"10,000,000+",Paid,1.76,Everyone 10+,Entertainment,28-Jun-16,2.0,5.0 and up
App 4096,GAME,4.3,494895,Varies with device,"1,000+",Free,0,Everyone,Simulation,20-Oct-18,1.5,4.0 and up
App 4097,ENTERTAINMENT,4.3,445110,74M,"10,000,000+",Free,0,Everyone,Action,23-Jul-16,1.0,4.0 and up
App 4098,TOOLS,2.5,803378,74M,"100,000+",Free,0,Teen,Puzzle,06-May-17,Varies with device,Varies with device
App 4099,ENTERTAINMENT,2.3,798261,74M,"100,000+",Free,19.36,Everyone,Entertainment,25-Jul-17,Varies with device,5.0 and up
App 4100,PERSONALIZATION,2.2,152820,Varies with device,"1,000+",Paid,0,Mature 17+,Puzzle,19-Feb-17,2.0,Varies with device
App 4101,EDUCATION,1.8,805044,Varies with device,"10,000+",Free,0,Everyone,Simulation,20-Apr-16,Varies with device,4.1 and up
App 4102,TOOLS,4.8,481992,Varies with device,"1,000+",Free,42.31,Teen,Entertainment,18-Oct-16,2.0,Varies with device
App 4103,PERSONALIZATION,2.7,627469,74M,"10,000,000+",Free,1.0,Mature 17+,Education,25-Apr-17,1.5,4.0 and up
App 4104,BUSINESS,,528975,Varies with device,"10,000+",Paid,16.73,Everyone,Puzzle,24-Jul-16,2.0,5.0 and up
App 4105,TOOLS,1.7,890678,74M,"10,000,000+",Free,0,Teen,Puzzle,25-Feb-16,1.5,4.2 and up
App 4106,PERSONALIZATION,3.1,452234,Varies with device,"100,000+",Free,0,Teen,Tools,21-Sep-18,1.5,Varies with device
App 4107,FAMILY,4.0,790316,74M,"1,000,000+",Free,0,Everyone,Puzzle,26-Oct-18,1.0,5.0 and up
App 4108,PERSONALIZATION,2.8,286118,Varies with device,"10,000+",Paid,0,Everyone,Puzzle,18-Jul-17,1.5,4.0 and up
App 4109,ENTERTAINMENT,3.9,738970,74M,"1,000,000+",Paid,0,Everyone 10+,Education,06-Oct-16,2.0,4.1 and up
App 4110,FAMILY,3.5,363969,74M,"1,000,000+",Free,0,Everyone 10+,Puzzle,14-Nov-16,1.5,Varies with device
App 4111,EDUCATION,3.7,185348,74M,"1,000,000+",Paid,25.14,Mature 17+,Simulation,02-May-16,1.1,4.1 and up
App 4112,BUSINESS,3.1,840460,74M,"10,000,000+",Free,42.36,Everyone 10+,Puzzle,14-Feb-17,1.5,4.2 and up
App 4113,BUSINESS,4.3,468887,Varies with device,"10,000,000+",Paid,23.23,Everyone,Education,09-Aug-16,1.0,5.0 and up
App 4114,FAMILY,4.2,948290,74M,"10,000+",Free,30.89,Mature 17+,Entertainment,01-Jan-17,1.0,4.2 and up
App 4115,EDUCATION,2.4,195716,Varies with device,"10,000+",Free,32.23,Everyone,Education,20-Jan-18,1.5,5.0 and up
App 4116,GAME,2.8,246303,74M,"1,000,000+",Paid,36.7,Mature 17+,Puzzle,17-Nov-16,Varies with device,5.0 and up
App 4117,ENTERTAINMENT,4.2,651613,74M,"10,000,000+",Free,0,Mature 17+,Action,21-Jul-17,1.1,4.1 and up
App 4118,ENTERTAINMENT,3.5,748358,Varies with device,"10,000,000+",Paid,0,Teen,Education,05-Dec-16,1.5,Varies with device
App 4119,GAME,1.6,215391,74M,"10,000+",Paid,7.17,Mature 17+,Education,28-Apr-18,Varies with device,4.2 and up
App 4120,EDUCATION,4.3,535129,Varies with device,"10,000+",Free,0,Teen,Puzzle,14-Jun-18,1.0,Varies with device
App 4121,FAMILY,4.5,803091,74M,"10,000+",Paid,40.88,Mature 17+,Education,02-Feb-17,1.0,4.2 and up
App 4122,FAMILY,3.4,268178,74M,"10,000,000+",Paid,0,Everyone 10+,Education,25-Sep-16,1.5,4.2 and up
App 4123,GAME,3.9,316545,74M,"10,000,000+",Paid,0,Everyone 10+,Education,26-Feb-16,1.0,4.0 and up
App 4124,PERSONALIZATION,2.2,761765,74M,"10,000+",Free,0,Everyone,Action,23-Sep-17,1.0,4.1 and up
App 4125,GAME,3.0,371032,74M,"10,000+",Free,12.48,Mature 17+,Simulation,12-May-17,1.0,4.0 and up
App 4126,EDUCATION,1.0,787476,Varies with device,"1,000,000+",Free,34.62,Everyone,Education,08-Apr-16,1.5,4.1 and up
App 4127,PERSONALIZATION,3.2,505525,74M,"10,000+",Free,0,Everyone 10+,Tools,20-Sep-18,1.1,4.1 and up
App 4128,GAME,3.8,779347,74M,"10,000+",Free,19.43,Everyone 10+,Simulation,28-Mar-16,1.0,4.2 and up
App 4129,FAMILY,1.1,325976,Varies with device,"10,000+",Paid,33.1,Teen,Tools,10-Mar-17,1.0,4.0 and up
App 4130,GAME,2.8,700582,Varies with device,"1,000+",Free,25.13,Mature 17+,Tools,09-Jan-17,Varies with device,4.1 and up
App 4131,FAMILY,1.4,260675,Varies with device,"10,000+",Paid,0,Everyone,Action,04-Aug-17,2.0,Varies with device
App 4132,PERSONALIZATION,3.4,274009,Varies with device,"10,000+",Free,16.68,Everyone,Education,02-Apr-18,1.0,5.0 and up
App 4133,ENTERTAINMENT,3.0,938141,74M,"1,000+",Free,33.73,Teen,Education,02-Dec-18,1.0,Varies with device
App 4134,GAME,1.3,690453,Varies with device,"1,000+",Paid,0,Mature 17+,Education,24-Oct-18,1.5,4.0 and up
App 4135,TOOLS,4.4,741754,Varies with device,"1,000+",Paid,0,Teen,Tools,22-Apr-16,1.1,Varies with device
App 4136,PERSONALIZATION,1.8,559212,74M,"1,000,000+",Free,0,Everyone,Tools,26-Dec-16,Varies with device,5.0 and up
App 4137,GAME,1.0,736832,74M,"1,000+",Paid,0,Teen,Education,24-Jan-16,1.5,Varies with device
App 4138,ENTERTAINMENT,3.0,223566,74M,"1,000+",Paid,19.85,Mature 17+,Puzzle,15-Oct-17,1.5,Varies with device
App 4139,BUSINESS,2.1,545497,74M,"10,000,000+",Paid,42.35,Teen,Simulation,03-Aug-18,Varies with device,4.2 and up
App 4140,ENTERTAINMENT,4.0,548137,74M,"1,000+",Free,4.12,Teen,Action,04-Feb-17,1.0,Varies with device
App 4141,GAME,3.8,504614,74M,"100,000+",Free,0,Everyone 10+,Tools,19-Jan-18,1.1,5.0 and up
App 4142,FAMILY,2.5,595743,74M,"10,000,000+",Paid,0,Teen,Puzzle,19-Dec-16,Varies with device,4.0 and up
App 4143,BUSINESS,3.0,712155,Varies with device,"100,000+",Free,3.44,Mature 17+,Entertainment,17-Jan-17,2.0,4.2 and up
App 4144,ENTERTAINMENT,3.5,826674,Varies with device,"10,000,000+",Paid,0,Mature 17+,Entertainment,08-Jan-17,2.0,4.1 and up
App 4145,FAMILY,2.1,423127,74M,"1,000,000+",Free,48.96,Everyone 10+,Action,21-Jun-18,Varies with device,Varies with device
App 4146,BUSINESS,2.4,653624,74M,"100,000+",Paid,0,Everyone,Puzzle,28-Sep-16,1.5,4.2 and up
App 4147,GAME,1.1,669042,74M,"100,000+",Paid,24.85,Everyone 10+,Entertainment,17-Jun-16,Varies with device,4.2 and up
App 4148,ENTERTAINMENT,,291134,Varies with device,"100,000+",Paid,0,Everyone,Tools,11-Jul-17,1.1,4.0 and up
App 4149,PERSONALIZATION,3.6,493231,74M,"10,000,000+",Paid,0,Everyone 10+,Action,06-Nov-16,1.5,4.1 and up
App 4150,EDUCATION,4.9,131750,74M,"10,000,000+",Free,39.34,Everyone,Tools,23-Feb-17,1.5,4.2 and up
App 4151,ENTERTAINMENT,1.7,838753,Varies with device,"10,000,000+",Free,31.19,Everyone 10+,Education,28-Sep-16,1.1,4.2 and up
App 4152,PERSONALIZATION,1.1,647082,74M,"10,000,000+",Paid,12.33,Mature 17+,Puzzle,21-Nov-18,1.1,4.1 and up
App 4153,FAMILY,4.8,356136,Varies with device,"1,000,000+",Paid,20.28,Mature 17+,Action,07-Jun-17,2.0,4.2 and up
App 4154,FAMILY,1.9,131040,74M,"100,000+",Free,43.76,Teen,Puzzle,18-Dec-17,1.1,4.1 and up
App 4155,TOOLS,4.1,544476,Varies with device,"100,000+",Paid,25.98,Everyone,Tools,27-Jul-16,1.1,5.0 and up
App 4156,EDUCATION,4.9,247686,Varies with device,"10,000+",Free,26.06,Teen,Tools,18-Sep-18,1.0,4.0 and up
App 4157,EDUCATION,4.6,601597,Varies with device,"1,000,000+",Paid,0,Teen,Entertainment,06-Feb-16,1.5,4.0 and up
App 4158,PERSONALIZATION,3.0,136037,Varies with device,"10,000,000+",Paid,0,Teen,Education,02-Mar-17,1.5,Varies with device
App 4159,PERSONALIZATION,2.4,910356,Varies with device,"10,000,000+",Free,0,Everyone 10+,Simulation,20-Aug-16,2.0,4.2 and up
App 4160,PERSONALIZATION,,624839,74M,"100,000+",Paid,0,Teen,Education,28-Oct-17,1.0,Varies with device
App 4161,BUSINESS,4.6,454880,74M,"100,000+",Free,0,Teen,Entertainment,07-Sep-16,1.1,5.0 and up
App 4162,FAMILY,4.2,171501,74M,"10,000+",Paid,0,Mature 17+,Simulation,25-Sep-16,1.5,4.0 and up
App 4163,GAME,1.6,268069,Varies with device,"1,000,000+",Paid,45.98,Mature 17+,Puzzle,17-Jul-18,1.5,Varies with device
App 4164,BUSINESS,2.4,154290,74M,"10,000,000+",Free,0,Everyone 10+,Action,28-Jun-18,Varies with device,5.0 and up
App 4165,ENTERTAINMENT,4.7,195828,74M,"1,000+",Free,43.56,Everyone 10+,Action,21-Jun-16,1.0,4.1 and up
App 4166,BUSINESS,3.2,729932,Varies with device,"1,000+",Free,34.11,Everyone 10+,Action,05-Sep-17,Varies with device,4.2 and up
App 4167,ENTERTAINMENT,,789732,Varies with device,"10,000,000+",Free,0,Teen,Simulation,19-Dec-16,1.5,5.0 and up
App 4168,TOOLS,4.7,463956,Varies with device,"100,000+",Paid,38.56,Everyone,Education,01-Feb-17,1.0,5.0 and up
App 4169,EDUCATION,1.6,688599,74M,"100,000+",Free,19.36,Everyone 10+,Simulation,12-Nov-16,Varies with device,4.2 and up
App 4170,BUSINESS,4.4,60804,Varies with device,"10,000+",Free,37.79,Everyone,Action,07-Oct-16,1.5,Varies with device
App 4171,TOOLS,1.9,505971,Varies with device,"1,000,000+",Paid,36.68,Everyone 10+,Action,01-Mar-18,1.5,Varies with device
App 4172,EDUCATION,4.1,727127,Varies with device,"10,000+",Paid,10.8,Everyone 10+,Entertainment,25-Dec-17,1.5,4.2 and up
App 4173,TOOLS,3.8,346845,Varies with device,"1,000,000+",Paid,0,Teen,Tools,18-Mar-18,1.1,4.0 and up
App 4174,GAME,4.2,608452,74M,"100,000+",Free,0,Mature 17+,Puzzle,05-Sep-18,1.0,4.2 and up
App 4175,EDUCATION,4.3,898991,Varies with device,"10,000+",Paid,6.55,Everyone 10+,Education,11-May-16,1.0,4.1 and up
App 4176,TOOLS,,66155,74M,"1,000+",Free,8.61,Teen,Education,18-Jan-17,1.1,5.0 and up
App 4177,EDUCATION,4.1,370899,74M,"1,000+",Paid,0,Teen,Tools,14-May-16,2.0,4.2 and up
App 4178,EDUCATION,4.2,45679,Varies with device,"10,000,000+",Paid,38.66,Mature 17+,Action,06-Dec-18,1.1,4.2 and up
App 4179,EDUCATION,4.4,923051,74M,"1,000+",Free,0,Mature 17+,Simulation,23-Jun-18,1.1,5.0 and up
App 4180,EDUCATION,1.1,91281,74M,"10,000,000+",Free,41.88,Everyone,Action,18-Sep-16,Varies with device,4.1 and up
App 4181,TOOLS,2.9,678925,Varies with device,"1,000,000+",Paid,40.89,Everyone 10+,Tools,06-Dec-17,Varies with device,4.2 and up
App 4182,PERSONALIZATION,,304370,Varies with device,"10,000+",Paid,42.78,Everyone,Entertainment,15-Dec-16,1.0,4.2 and up
App 4183,PERSONALIZATION,2.6,968451,74M,"100,000+",Paid,32.92,Everyone 10+,Action,13-Jul-18,Varies with device,5.0 and up
App 4184,EDUCATION,3.8,967524,74M,"1,000+",Paid,0,Mature 17+,Simulation,24-Jun-18,1.0,5.0 and up
App 4185,EDUCATION,1.2,58080,74M,"100,000+",Paid,0,Everyone 10+,Education,15-Dec-17,Varies with device,4.0 and up
App 4186,EDUCATION,1.1,190833,Varies with device,"1,000+",Free,31.27,Everyone 10+,Action,25-Jan-18,Varies with device,4.1 and up
App 4187,ENTERTAINMENT,3.2,191828,Varies with device,"1,000,000+",Free,0,Teen,Puzzle,03-Feb-18,Varies with device,4.0 and up
App 4188,BUSINESS,4.9,123720,74M,"1,000+",Free,40.19,Everyone 10+,Action,16-Sep-18,1.1,Varies with device
App 4189,BUSINESS,4.1,25541,Varies with device,"1,000+",Free,0,Everyone 10+,Puzzle,02-Jan-17,1.1,5.0 and up
App 4190,BUSINESS,4.6,23738,Varies with device,"100,000+",Free,23.7,Everyone 10+,Entertainment,13-May-17,1.5,5.0 and up
App 4191,GAME,1.1,225580,74M,"1,000,000+",Paid,0,Teen,Puzzle,10-Aug-16,1.0,4.1 and up
App 4192,FAMILY,3.0,781047,74M,"10,000,000+",Free,31.82,Mature 17+,Tools,10-Feb-16,2.0,5.0 and up
App 4193,GAME,4.5,586321,Varies with device,"1,000,000+",Free,12.55,Teen,Tools,24-Jul-16,1.0,5.0 and up
App 4194,EDUCATION,4.0,773408,74M,"1,000+",Free,0,Teen,Puzzle,28-Oct-16,1.1,4.0 and up
App 4195,BUSINESS,4.3,886271,Varies with device,"100,000+",Free,20.04,Everyone 10+,Entertainment,17-May-18,2.0,Varies with device
App 4196,EDUCATION,4.7,345814,74M,"10,000+",Paid,14.29,Mature 17+,Tools,16-Jun-17,1.1,5.0 and up
App 4197,EDUCATION,2.4,696715,Varies with device,"10,000+",Paid,19.28,Everyone 10+,Education,14-May-16,1.5,4.2 and up
App 4198,BUSINESS,2.1,626546,Varies with device,"100,000+",Free,26.78,Mature 17+,Action,19-Jan-16,Varies with device,4.0 and up
App 4199,TOOLS,4.6,743134,Varies with device,"10,000+",Paid,49.56,Everyone 10+,Puzzle,13-Feb-17,2.0,Varies with device
App 4200,ENTERTAINMENT,4.8,60204,Varies with device,"1,000,000+",Paid,9.83,Mature 17+,Simulation,27-Oct-18,1.0,4.0 and up
App 4201,EDUCATION,4.4,361285,74M,"10,000+",Paid,14.86,Everyone 10+,Entertainment,25-Jan-17,1.1,Varies with device
App 4202,PERSONALIZATION,,406053,Varies with device,"100,000+",Free,0,Mature 17+,Entertainment,24-Feb-16,1.0,4.0 and up
App 4203,EDUCATION,2.5,338643,Varies with device,"1,000,000+",Free,29.78,Everyone 10+,Tools,05-Nov-17,2.0,4.2 and up
App 4204,TOOLS,2.5,487478,Varies with device,"10,000+",Free,40.28,Everyone,Puzzle,06-Feb-18,1.1,4.1 and up
App 4205,ENTERTAINMENT,1.4,310557,Varies with device,"1,000+",Free,0,Everyone,Entertainment,15-Sep-17,2.0,4.0 and up
App 4206,PERSONALIZATION,1.7,567209,74M,"1,000+",Free,0,Mature 17+,Action,13-Jun-16,1.0,5.0 and up
App 4207,EDUCATION,3.7,891,Varies with device,"10,000+",Free,0,Mature 17+,Education,01-Oct-16,1.1,Varies with device
App 4208,ENTERTAINMENT,2.7,30704,Varies with device,"1,000,000+",Free,47.7,Mature 17+,Education,03-Apr-16,2.0,4.0 and up
App 4209,BUSINESS,3.2,320151,Varies with device,"1,000+",Free,1.1,Mature 17+,Entertainment,02-Aug-17,Varies with device,4.1 and up
App 4210,BUSINESS,4.5,24163,74M,"10,000,000+",Free,21.35,Mature 17+,Simulation,04-Nov-18,Varies with device,Varies with device
App 4211,PERSONALIZATION,4.6,632094,Varies with device,"100,000+",Free,36.33,Everyone,Entertainment,15-Feb-17,1.0,4.1 and up
App 4212,FAMILY,4.9,351061,74M,"10,000+",Paid,24.5,Everyone 10+,Action,13-Oct-17,1.0,5.0 and up
App 4213,BUSINESS,3.8,753296,74M,"1,000,000+",Paid,0,Everyone,Puzzle,26-Aug-17,1.5,4.2 and up
App 4214,GAME,3.4,884261,Varies with device,"10,000,000+",Paid,0,Mature 17+,Action,09-Oct-16,1.0,4.1 and up
App 4215,PERSONALIZATION,4.7,672434,74M,"10,000,000+",Free,27.92,Everyone,Entertainment,19-Dec-18,Varies with device,5.0 and up
App 4216,BUSINESS,1.8,258255,74M,"10,000,000+",Free,3.72,Teen,Tools,16-Dec-18,1.5,4.1 and up
App 4217,TOOLS,3.8,852923,74M,"1,000,000+",Paid,44.92,Everyone 10+,Entertainment,04-Jul-18,1.5,5.0 and up
App 4218,GAME,4.3,411934,Varies with device,"10,000,000+",Free,0,Everyone 10+,Puzzle,11-Feb-17,1.5,4.1 and up
App 4219,GAME,1.1,418348,74M,"1,000+",Free,0,Mature 17+,Simulation,08-May-17,1.1,4.0 and up
App 4220,EDUCATION,,97355,74M,"1,000,000+",Paid,0,Mature 17+,Education,25-Jul-16,1.0,4.1 and up
App 4221,GAME,1.1,806782,74M,"100,000+",Paid,0,Teen,Entertainment,28-Jun-18,Varies with device,4.0 and up
App 4222,PERSONALIZATION,4.9,102028,Varies with device,"10,000+",Paid,26.77,Mature 17+,Entertainment,11-Sep-16,1.1,Varies with device
App 4223,ENTERTAINMENT,1.7,910247,Varies with device,"1,000,000+",Paid,0,Everyone,Action,06-Jun-18,2.0,5.0 and up
App 4224,FAMILY,3.5,338341,Varies with device,"100,000+",Free,0,Mature 17+,Tools,27-Feb-18,1.5,4.0 and up
App 4225,TOOLS,1.3,516318,74M,"1,000+",Free,0,Everyone 10+,Puzzle,27-Dec-16,1.1,4.0 and up
App 4226,PERSONALIZATION,4.9,71490,Varies with device,"1,000,000+",Paid,2.13,Everyone 10+,Tools,06-Sep-16,1.5,4.1 and up
App 4227,FAMILY,4.4,742315,74M,"1,000,000+",Paid,20.7,Teen,Action,08-Mar-17,1.0,4.2 and up
App 4228,TOOLS,1.9,221895,Varies with device,"1,000,000+",Paid,0,Everyone 10+,Entertainment,16-Nov-16,1.5,4.0 and up
App 4229,TOOLS,3.6,1818,74M,"1,000,000+",Free,46.07,Everyone 10+,Education,01-Jan-17,2.0,4.2 and up
App 4230,GAME,4.1,463788,74M,"100,000+",Free,0,Everyone,Simulation,20-Dec-16,2.0,Varies with device
App 4231,ENTERTAINMENT,2.6,638423,74M,"10,000,000+",Free,35.38,Teen,Entertainment,22-Nov-17,1.5,5.0 and up
App 4232,TOOLS,2.0,222606,74M,"10,000,000+",Paid,38.77,Everyone 10+,Entertainment,07-May-18,1.0,4.2 and up
App 4233,FAMILY,1.5,592788,74M,"100,000+",Paid,49.3,Everyone,Action,04-Apr-16,2.0,5.0 and up
App 4234,GAME,2.5,555177,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,21-Feb-18,2.0,Varies with device
App 4235,PERSONALIZATION,,467308,Varies with device,"100,000+",Free,0,Everyone 10+,Action,22-Dec-16,1.5,4.2 and up
App 4236,FAMILY,3.1,279452,74M,"10,000+",Paid,0,Everyone,Education,18-Oct-18,Varies with device,4.0 and up
App 4237,BUSINESS,1.8,190594,Varies with device,"1,000+",Paid,26.01,Everyone 10+,Simulation,01-Oct-16,2.0,4.1 and up
App 4238,ENTERTAINMENT,,337245,74M,"1,000+",Free,0,Mature 17+,Education,27-Aug-17,2.0,4.2 and up
App 4239,ENTERTAINMENT,4.4,699589,74M,"1,000,000+",Paid,0,Everyone,Simulation,08-Feb-17,2.0,4.2 and up
App 4240,BUSINESS,3.1,926676,Varies with device,"100,000+",Free,4.79,Teen,Education,08-Sep-16,1.1,Varies with device
App 4241,FAMILY,4.7,28834,Varies with device,"100,000+",Paid,0,Teen,Education,25-Apr-16,1.1,4.2 and up
App 4242,TOOLS,3.5,916553,74M,"10,000,000+",Paid,0,Teen,Tools,13-Apr-16,Varies with device,5.0 and up
App 4243,PERSONALIZATION,1.1,345561,Varies with device,"100,000+",Paid,46.49,Everyone 10+,Puzzle,14-Mar-18,1.0,4.1 and up
App 4244,FAMILY,3.5,332226,Varies with device,"10,000,000+",Free,45.07,Everyone,Entertainment,07-Jul-18,2.0,4.1 and up
App 4245,EDUCATION,2.9,990314,Varies with device,"1,000+",Paid,40.76,Teen,Action,15-May-17,Varies with device,Varies with device
App 4246,TOOLS,3.0,569305,74M,"10,000+",Paid,0,Everyone 10+,Puzzle,03-Mar-17,1.1,5.0 and up
App 4247,FAMILY,2.2,227977,Varies with device,"100,000+",Free,0,Mature 17+,Simulation,07-Jan-16,1.5,5.0 and up
App 4248,GAME,1.5,149331,Varies with device,"1,000,000+",Paid,42.66,Everyone 10+,Education,06-Apr-17,1.5,5.0 and up
App 4249,BUSINESS,3.5,201180,74M,"1,000+",Free,37.49,Everyone 10+,Simulation,22-Jun-18,1.5,5.0 and up
App 4250,BUSINESS,1.8,382766,Varies with device,"10,000,000+",Free,16.94,Mature 17+,Entertainment,26-Aug-18,2.0,4.2 and up
App 4251,PERSONALIZATION,3.6,82599,74M,"1,000+",Paid,4.62,Teen,Action,05-Mar-16,Varies with device,4.1 and up
App 4252,BUSINESS,2.0,960623,Varies with device,"1,000,000+",Paid,0,Everyone 10+,Action,17-Aug-17,Varies with device,5.0 and up
App 4253,TOOLS,2.7,104320,74M,"100,000+",Free,0,Everyone 10+,Action,13-Jul-16,2.0,4.1 and up
App 4254,ENTERTAINMENT,3.6,72754,Varies with device,"10,000,000+",Paid,0,Everyone,Entertainment,26-Jul-17,1.1,Varies with device
App 4255,EDUCATION,2.4,789065,74M,"1,000,000+",Free,42.67,Teen,Action,01-Nov-16,Varies with device,Varies with device
